year,class,drive,transmission,engine_cylinders,engine_displacement,fuel_type_1,city_mpg_ft1,highway_mpg_ft1,highway_electricity_consumption,combined_mpg_ft1,combined_electricity_consumption,annual_fuel_cost_ft1,annual_consumption_in_barrels_ft1,tailpipe_co2_in_grams_mile_ft1,gears
1990,Small Station Wagons,2,Auto,4.0,1.5,Regular Gasoline,23,26,0.0,25,0.0,1400,13.1844,355.48,3
1990,Small Station Wagons,2,Manual,4.0,1.5,Regular Gasoline,24,31,0.0,27,0.0,1300,12.20777778,329.1481481,5
1990,Special Purpose Vehicle,4|All Wheel ,Manual,4.0,1.8,Regular Gasoline,21,26,0.0,23,0.0,1500,14.33086957,386.3913043,5
1990,Subcompact Cars,2,Auto,4.0,2.2,Regular Gasoline,22,28,0.0,24,0.0,1450,13.73375,370.2916667,3
1990,Subcompact Cars,2,Manual,4.0,2.2,Regular Gasoline,22,31,0.0,25,0.0,1400,13.1844,355.48,5
1990,Subcompact Cars,2,Auto,4.0,1.8,Regular Gasoline,21,27,0.0,23,0.0,1500,14.33086957,386.3913043,4
1990,Subcompact Cars,2,Auto,4.0,2.0,Regular Gasoline,19,25,0.0,21,0.0,1650,15.69571429,423.1904762,4
1990,Subcompact Cars,2,Manual,4.0,1.8,Regular Gasoline,21,29,0.0,24,0.0,1450,13.73375,370.2916667,5
1990,Subcompact Cars,2,Manual,4.0,2.0,Premium Gasoline,19,26,0.0,22,0.0,1900,14.98227273,403.9545455,5
1990,Subcompact Cars,2,Manual,4.0,2.0,Regular Gasoline,19,26,0.0,22,0.0,1600,14.98227273,403.9545455,5
1990,Compact Cars,2,Auto,4.0,2.2,Regular Gasoline,20,26,0.0,22,0.0,1600,14.98227273,403.9545455,3
1990,Compact Cars,2,Auto,4.0,2.5,Premium Gasoline,18,21,0.0,19,0.0,2250,17.34789474,467.7368421,3
1990,Compact Cars,2,Auto,4.0,2.5,Regular Gasoline,19,24,0.0,21,0.0,1650,15.69571429,423.1904762,3
1990,Compact Cars,2,Manual,4.0,2.2,Regular Gasoline,21,29,0.0,24,0.0,1450,13.73375,370.2916667,5
1990,Compact Cars,2,Manual,4.0,2.5,Premium Gasoline,18,26,0.0,21,0.0,2000,15.69571429,423.1904762,5
1990,Compact Cars,2,Manual,4.0,2.5,Regular Gasoline,21,29,0.0,24,0.0,1450,13.73375,370.2916667,5
1990,Special Purpose Vehicle,2,Auto,4.0,2.5,Premium Gasoline,17,21,0.0,19,0.0,2250,17.34789474,467.7368421,3
1990,Special Purpose Vehicle,2,Auto,4.0,2.5,Regular Gasoline,18,22,0.0,20,0.0,1750,16.4805,444.35,3
1990,Special Purpose Vehicle,2,Auto,6.0,3.0,Regular Gasoline,17,22,0.0,19,0.0,1850,17.34789474,467.7368421,3
1990,Special Purpose Vehicle,2,Auto,6.0,3.0,Regular Gasoline,17,22,0.0,19,0.0,1850,17.34789474,467.7368421,4
1990,Special Purpose Vehicle,2,Auto,6.0,3.3,Regular Gasoline,16,22,0.0,18,0.0,1950,18.31166667,493.7222222,4
1990,Special Purpose Vehicle,2,Manual,4.0,2.5,Regular Gasoline,19,26,0.0,22,0.0,1600,14.98227273,403.9545455,5
1990,Special Purpose Vehicle,2,Manual,4.0,2.5,Premium Gasoline,16,24,0.0,19,0.0,2250,17.34789474,467.7368421,5
1990,Midsize Cars,4|All Wheel ,Auto,6.0,3.1,Regular Gasoline,15,22,0.0,18,0.0,1950,18.31166667,493.7222222,3
1990,Midsize Cars,2,Auto,4.0,2.5,Regular Gasoline,20,29,0.0,23,0.0,1500,14.33086957,386.3913043,3
1990,Midsize Cars,2,Auto,6.0,3.1,Regular Gasoline,18,25,0.0,20,0.0,1750,16.4805,444.35,3
1990,Midsize Cars,2,Auto,6.0,3.1,Regular Gasoline,17,27,0.0,20,0.0,1750,16.4805,444.35,4
1990,Midsize-Large Station Wagons,2,Auto,4.0,2.5,Regular Gasoline,18,25,0.0,21,0.0,1650,15.69571429,423.1904762,3
1990,Midsize-Large Station Wagons,2,Auto,6.0,3.1,Regular Gasoline,17,27,0.0,20,0.0,1750,16.4805,444.35,4
1990,Large Cars,2,Auto,6.0,3.8,Regular Gasoline,16,25,0.0,19,0.0,1850,17.34789474,467.7368421,4
1990,Subcompact Cars,2,Auto,6.0,3.1,Regular Gasoline,16,25,0.0,19,0.0,1850,17.34789474,467.7368421,4
1990,Subcompact Cars,2,Auto,8.0,5.0,Premium Gasoline,15,22,0.0,18,0.0,2350,18.31166667,493.7222222,4
1990,Subcompact Cars,2,Auto,8.0,5.0,Regular Gasoline,15,24,0.0,18,0.0,1950,18.31166667,493.7222222,4
1990,Subcompact Cars,2,Auto,8.0,5.7,Premium Gasoline,15,22,0.0,17,0.0,2500,19.38882353,522.7647059,4
1990,Subcompact Cars,2,Manual,6.0,3.1,Regular Gasoline,15,24,0.0,18,0.0,1950,18.31166667,493.7222222,5
1990,Subcompact Cars,2,Manual,8.0,5.0,Premium Gasoline,15,24,0.0,18,0.0,2350,18.31166667,493.7222222,5
1990,Subcompact Cars,2,Manual,8.0,5.0,Regular Gasoline,15,23,0.0,18,0.0,1950,18.31166667,493.7222222,5
1990,Compact Cars,2,Auto,4.0,2.3,Regular Gasoline,20,28,0.0,23,0.0,1500,14.33086957,386.3913043,3
1990,Compact Cars,2,Auto,4.0,2.5,Regular Gasoline,20,29,0.0,23,0.0,1500,14.33086957,386.3913043,3
1990,Compact Cars,2,Manual,4.0,2.3,Regular Gasoline,19,29,0.0,23,0.0,1500,14.33086957,386.3913043,5
1990,Compact Cars,2,Manual,4.0,2.5,Regular Gasoline,19,30,0.0,23,0.0,1500,14.33086957,386.3913043,5
1990,Midsize Cars,2,Auto,4.0,2.3,Regular Gasoline,19,27,0.0,22,0.0,1600,14.98227273,403.9545455,3
1990,Midsize Cars,2,Auto,6.0,3.1,Regular Gasoline,17,27,0.0,20,0.0,1750,16.4805,444.35,4
1990,Midsize Cars,2,Manual,6.0,3.1,Regular Gasoline,15,26,0.0,19,0.0,1850,17.34789474,467.7368421,5
1990,Midsize Cars,2,Auto,6.0,3.1,Premium Gasoline,15,23,0.0,18,0.0,2350,18.31166667,493.7222222,4
1990,Midsize Cars,2,Auto,6.0,3.1,Premium Gasoline,15,23,0.0,18,0.0,2350,18.31166667,493.7222222,4
1990,Compact Cars,2,Auto,4.0,1.6,Regular Gasoline,23,30,0.0,26,0.0,1350,12.67730769,341.8076923,3
1990,Compact Cars,2,Auto,4.0,2.0,Regular Gasoline,21,27,0.0,23,0.0,1500,14.33086957,386.3913043,3
1990,Compact Cars,2,Manual,4.0,1.6,Regular Gasoline,25,34,0.0,28,0.0,1250,11.77178571,317.3928571,4
1990,Compact Cars,2,Manual,4.0,2.0,Regular Gasoline,22,29,0.0,25,0.0,1400,13.1844,355.48,5
1990,Compact Cars,2,Auto,4.0,2.0,Regular Gasoline,21,29,0.0,24,0.0,1450,13.73375,370.2916667,3
1990,Compact Cars,2,Auto,4.0,2.0,Premium Gasoline,18,26,0.0,21,0.0,2000,15.69571429,423.1904762,3
1990,Compact Cars,2,Manual,4.0,2.0,Regular Gasoline,23,33,0.0,26,0.0,1350,12.67730769,341.8076923,5
1990,Compact Cars,2,Manual,4.0,2.0,Premium Gasoline,18,28,0.0,22,0.0,1900,14.98227273,403.9545455,5
1990,Subcompact Cars,2,Auto,4.0,2.0,Premium Gasoline,18,26,0.0,21,0.0,2000,15.69571429,423.1904762,3
1990,Subcompact Cars,2,Auto,4.0,2.0,Regular Gasoline,19,26,0.0,22,0.0,1600,14.98227273,403.9545455,3
1990,Subcompact Cars,2,Manual,4.0,2.0,Regular Gasoline,21,30,0.0,24,0.0,1450,13.73375,370.2916667,5
1990,Subcompact Cars,2,Manual,4.0,2.0,Premium Gasoline,18,28,0.0,22,0.0,1900,14.98227273,403.9545455,5
1990,Special Purpose Vehicle,2,Auto,6.0,3.1,Regular Gasoline,16,21,0.0,18,0.0,1950,18.31166667,493.7222222,3
1990,Minicompact Cars,4|All Wheel ,Manual,6.0,3.6,Premium Gasoline,14,20,0.0,16,0.0,2650,20.600625,555.4375,5
1990,Minicompact Cars,2,Auto,6.0,3.6,Premium Gasoline,14,21,0.0,16,0.0,2650,20.600625,555.4375,4
1990,Minicompact Cars,2,Manual,6.0,3.6,Premium Gasoline,15,22,0.0,17,0.0,2500,19.38882353,522.7647059,5
1990,Minicompact Cars,2,Auto,8.0,5.0,Premium Gasoline,14,17,0.0,15,0.0,2800,21.974,592.4666667,4
1990,Minicompact Cars,2,Manual,8.0,5.0,Premium Gasoline,11,18,0.0,14,0.0,3000,23.54357143,634.7857143,5
1990,Minicompact Cars,2,Manual,4.0,3.0,Premium Gasoline,15,24,0.0,18,0.0,2350,18.31166667,493.7222222,5
1990,Compact Cars,2,Auto,4.0,2.0,Regular Gasoline,17,22,0.0,19,0.0,1850,17.34789474,467.7368421,3
1990,Compact Cars,2,Auto,4.0,2.0,Regular Gasoline,17,20,0.0,18,0.0,1950,18.31166667,493.7222222,3
1990,Compact Cars,2,Manual,4.0,2.0,Premium Gasoline,18,26,0.0,21,0.0,2000,15.69571429,423.1904762,5
1990,Compact Cars,2,Manual,4.0,2.0,Regular Gasoline,19,26,0.0,22,0.0,1600,14.98227273,403.9545455,5
1990,Large Cars,2,Auto,4.0,2.0,Regular Gasoline,16,22,0.0,19,0.0,1850,17.34789474,467.7368421,4
1990,Large Cars,2,Auto,4.0,2.0,Regular Gasoline,16,22,0.0,18,0.0,1950,18.31166667,493.7222222,4
1990,Large Cars,2,Auto,4.0,2.3,Regular Gasoline,15,23,0.0,18,0.0,1950,18.31166667,493.7222222,4
1990,Large Cars,2,Manual,4.0,2.0,Regular Gasoline,18,24,0.0,20,0.0,1750,16.4805,444.35,5
1990,Large Cars,2,Manual,4.0,2.0,Regular Gasoline,19,26,0.0,21,0.0,1650,15.69571429,423.1904762,5
1990,Large Cars,2,Manual,4.0,2.3,Regular Gasoline,18,24,0.0,20,0.0,1750,16.4805,444.35,5
1990,Subcompact Cars,2,Auto,4.0,2.0,Regular Gasoline,16,20,0.0,17,0.0,2050,19.38882353,522.7647059,3
1990,Subcompact Cars,2,Manual,4.0,2.0,Regular Gasoline,19,26,0.0,21,0.0,1650,15.69571429,423.1904762,5
1990,Subcompact Cars,2,Manual,8.0,4.9,Regular Gasoline,13,20,0.0,16,0.0,2200,20.600625,555.4375,5
1990,Compact Cars,2,Auto,6.0,2.7,Regular Gasoline,16,20,0.0,18,0.0,1950,18.31166667,493.7222222,4
1990,Compact Cars,2,Manual,6.0,2.7,Regular Gasoline,17,22,0.0,19,0.0,1850,17.34789474,467.7368421,5
1990,Subcompact Cars,4|All Wheel ,Auto,3.0,1.2,Regular Gasoline,27,29,0.0,28,0.0,1250,11.77178571,317.3928571,
1990,Subcompact Cars,4|All Wheel ,Manual,3.0,1.2,Regular Gasoline,25,30,0.0,27,0.0,1300,12.20777778,329.1481481,5
1990,Compact Cars,2,Auto,4.0,2.2,Regular Gasoline,19,26,0.0,21,0.0,1650,15.69571429,423.1904762,4
1990,Compact Cars,2,Manual,4.0,2.2,Regular Gasoline,19,26,0.0,22,0.0,1600,14.98227273,403.9545455,5
1990,Compact Cars,4|All Wheel ,Auto,4.0,2.2,Regular Gasoline,18,23,0.0,20,0.0,1750,16.4805,444.35,4
1990,Compact Cars,4|All Wheel ,Manual,4.0,2.2,Regular Gasoline,18,24,0.0,20,0.0,1750,16.4805,444.35,5
1990,Small Station Wagons,2,Auto,4.0,2.2,Regular Gasoline,18,26,0.0,21,0.0,1650,15.69571429,423.1904762,4
1990,Small Station Wagons,2,Manual,4.0,2.2,Regular Gasoline,19,26,0.0,22,0.0,1600,14.98227273,403.9545455,5
1990,Small Station Wagons,4|All Wheel ,Auto,4.0,2.2,Regular Gasoline,18,23,0.0,20,0.0,1750,16.4805,444.35,4
1990,Small Station Wagons,4|All Wheel ,Manual,4.0,2.2,Regular Gasoline,18,24,0.0,20,0.0,1750,16.4805,444.35,5
1990,Compact Cars,2,Auto,4.0,1.8,Regular Gasoline,19,22,0.0,20,0.0,1750,16.4805,444.35,3
1990,Compact Cars,2,Auto,4.0,1.8,Regular Gasoline,21,24,0.0,22,0.0,1600,14.98227273,403.9545455,3
1990,Compact Cars,2,Manual,4.0,1.8,Regular Gasoline,22,29,0.0,25,0.0,1400,13.1844,355.48,5
1990,Special Purpose Vehicle,4|All Wheel ,Auto,4.0,1.8,Regular Gasoline,19,21,0.0,20,0.0,1750,16.4805,444.35,3
1990,Special Purpose Vehicle,4|All Wheel ,Manual,4.0,1.8,Regular Gasoline,21,26,0.0,23,0.0,1500,14.33086957,386.3913043,5
1990,Compact Cars,4|All Wheel ,Auto,4.0,1.8,Regular Gasoline,18,24,0.0,20,0.0,1750,16.4805,444.35,4
1990,Small Station Wagons,2,Auto,4.0,1.8,Regular Gasoline,19,22,0.0,20,0.0,1750,16.4805,444.35,3
1990,Small Station Wagons,2,Auto,4.0,1.8,Regular Gasoline,21,24,0.0,22,0.0,1600,14.98227273,403.9545455,3
1990,Small Station Wagons,2,Manual,4.0,1.8,Regular Gasoline,22,28,0.0,24,0.0,1450,13.73375,370.2916667,5
1990,Special Purpose Vehicle,4|All Wheel ,Auto,4.0,1.8,Regular Gasoline,19,21,0.0,20,0.0,1750,16.4805,444.35,3
1990,Special Purpose Vehicle,4|All Wheel ,Manual,4.0,1.8,Regular Gasoline,21,26,0.0,23,0.0,1500,14.33086957,386.3913043,5
1990,Small Station Wagons,4|All Wheel ,Auto,4.0,1.8,Regular Gasoline,18,24,0.0,20,0.0,1750,16.4805,444.35,4
1990,Subcompact Cars,2,Auto,4.0,1.8,Regular Gasoline,20,26,0.0,22,0.0,1600,14.98227273,403.9545455,4
1990,Subcompact Cars,2,Auto,6.0,2.7,Regular Gasoline,18,26,0.0,21,0.0,1650,15.69571429,423.1904762,4
1990,Subcompact Cars,2,Manual,4.0,1.8,Regular Gasoline,22,29,0.0,25,0.0,1400,13.1844,355.48,5
1990,Subcompact Cars,4|All Wheel ,Auto,4.0,1.8,Regular Gasoline,19,26,0.0,22,0.0,1600,14.98227273,403.9545455,4
1990,Subcompact Cars,4|All Wheel ,Auto,6.0,2.7,Regular Gasoline,17,23,0.0,19,0.0,1850,17.34789474,467.7368421,4
1990,Subcompact Cars,4|All Wheel ,Manual,4.0,1.8,Regular Gasoline,21,27,0.0,23,0.0,1500,14.33086957,386.3913043,5
1990,Subcompact Cars,4|All Wheel ,Manual,6.0,2.7,Regular Gasoline,16,23,0.0,19,0.0,1850,17.34789474,467.7368421,5
1990,Special Purpose Vehicle,4|All Wheel ,Manual,4.0,1.3,Regular Gasoline,24,26,0.0,25,0.0,1400,13.1844,355.48,5
1990,Special Purpose Vehicle,4|All Wheel ,Manual,4.0,1.3,Regular Gasoline,24,26,0.0,25,0.0,1400,13.1844,355.48,5
1990,Special Purpose Vehicle,2,Manual,4.0,1.6,Regular Gasoline,23,26,0.0,24,0.0,1450,13.73375,370.2916667,5
1990,Special Purpose Vehicle,4|All Wheel ,Auto,4.0,1.6,Regular Gasoline,21,23,0.0,22,0.0,1600,14.98227273,403.9545455,3
1990,Special Purpose Vehicle,4|All Wheel ,Manual,4.0,1.6,Regular Gasoline,23,26,0.0,24,0.0,1450,13.73375,370.2916667,5
1990,Special Purpose Vehicle,4|All Wheel ,Auto,4.0,1.6,Regular Gasoline,21,23,0.0,22,0.0,1600,14.98227273,403.9545455,3
1990,Special Purpose Vehicle,4|All Wheel ,Manual,4.0,1.6,Regular Gasoline,23,26,0.0,24,0.0,1450,13.73375,370.2916667,5
1990,Subcompact Cars,2,Auto,4.0,1.3,Regular Gasoline,26,30,0.0,28,0.0,1250,11.77178571,317.3928571,3
1990,Subcompact Cars,2,Auto,4.0,1.3,Regular Gasoline,22,26,0.0,24,0.0,1450,13.73375,370.2916667,3
1990,Subcompact Cars,2,Manual,4.0,1.3,Regular Gasoline,25,33,0.0,28,0.0,1250,11.77178571,317.3928571,5
1990,Pickup Trucks,2,Auto,6.0,3.0,Regular Gasoline,16,22,0.0,19,0.0,1850,17.34789474,467.7368421,4
1990,Pickup Trucks,2,Manual,6.0,3.0,Regular Gasoline,17,22,0.0,19,0.0,1850,17.34789474,467.7368421,5
1990,Special Purpose Vehicle,2,Auto,4.0,2.4,Regular Gasoline,17,19,0.0,18,0.0,1950,18.31166667,493.7222222,4
1990,Special Purpose Vehicle,2,Auto,6.0,3.0,Regular Gasoline,15,19,0.0,16,0.0,2200,20.600625,555.4375,4
1990,Special Purpose Vehicle,4|All Wheel ,Auto,4.0,2.4,Regular Gasoline,15,18,0.0,16,0.0,2200,20.600625,555.4375,4
1990,Special Purpose Vehicle,4|All Wheel ,Auto,6.0,3.0,Regular Gasoline,14,17,0.0,15,0.0,2350,21.974,592.4666667,4
1990,Special Purpose Vehicle,4|All Wheel ,Manual,4.0,2.4,Regular Gasoline,17,20,0.0,18,0.0,1950,18.31166667,493.7222222,5
1990,Special Purpose Vehicle,4|All Wheel ,Manual,6.0,3.0,Regular Gasoline,14,18,0.0,15,0.0,2350,21.974,592.4666667,5
1990,Compact Cars,4|All Wheel ,Auto,4.0,2.0,Regular Gasoline,19,22,0.0,20,0.0,1750,16.4805,444.35,4
1990,Compact Cars,4|All Wheel ,Manual,4.0,2.0,Regular Gasoline,19,25,0.0,21,0.0,1650,15.69571429,423.1904762,5
1990,Compact Cars,2,Auto,4.0,2.0,Regular Gasoline,22,28,0.0,24,0.0,1450,13.73375,370.2916667,4
1990,Compact Cars,2,Auto,4.0,2.0,Regular Gasoline,21,29,0.0,24,0.0,1450,13.73375,370.2916667,4
1990,Compact Cars,2,Auto,6.0,2.5,Regular Gasoline,17,23,0.0,19,0.0,1850,17.34789474,467.7368421,4
1990,Compact Cars,2,Manual,4.0,2.0,Regular Gasoline,23,31,0.0,26,0.0,1350,12.67730769,341.8076923,5
1990,Compact Cars,2,Manual,6.0,2.5,Regular Gasoline,17,24,0.0,19,0.0,1850,17.34789474,467.7368421,5
1990,Small Station Wagons,2,Auto,4.0,2.0,Regular Gasoline,22,28,0.0,24,0.0,1450,13.73375,370.2916667,4
1990,Small Station Wagons,2,Auto,6.0,2.5,Regular Gasoline,17,23,0.0,19,0.0,1850,17.34789474,467.7368421,4
1990,Subcompact Cars,4|All Wheel ,Manual,4.0,2.0,Premium Gasoline,17,22,0.0,19,0.0,2250,17.34789474,467.7368421,5
1990,Subcompact Cars,2,Auto,4.0,1.6,Regular Gasoline,22,30,0.0,25,0.0,1400,13.1844,355.48,4
1990,Subcompact Cars,2,Auto,4.0,2.2,Regular Gasoline,19,26,0.0,22,0.0,1600,14.98227273,403.9545455,4
1990,Subcompact Cars,2,Auto,4.0,2.2,Regular Gasoline,21,29,0.0,24,0.0,1450,13.73375,370.2916667,4
1990,Subcompact Cars,2,Manual,4.0,1.6,Regular Gasoline,24,30,0.0,26,0.0,1350,12.67730769,341.8076923,5
1990,Subcompact Cars,2,Manual,4.0,2.2,Regular Gasoline,20,26,0.0,22,0.0,1600,14.98227273,403.9545455,5
1990,Minicompact Cars,2,Auto,4.0,2.2,Regular Gasoline,21,28,0.0,23,0.0,1500,14.33086957,386.3913043,4
1990,Minicompact Cars,2,Manual,4.0,2.2,Regular Gasoline,20,26,0.0,22,0.0,1600,14.98227273,403.9545455,5
1990,Subcompact Cars,4|All Wheel ,Auto,4.0,1.6,Regular Gasoline,21,26,0.0,23,0.0,1500,14.33086957,386.3913043,4
1990,Subcompact Cars,4|All Wheel ,Manual,4.0,1.6,Regular Gasoline,19,26,0.0,22,0.0,1600,14.98227273,403.9545455,5
1990,Subcompact Cars,2,Auto,4.0,1.6,Regular Gasoline,23,26,0.0,24,0.0,1450,13.73375,370.2916667,3
1990,Subcompact Cars,2,Auto,4.0,1.6,Regular Gasoline,22,30,0.0,25,0.0,1400,13.1844,355.48,4
1990,Subcompact Cars,2,Manual,4.0,1.6,Regular Gasoline,24,30,0.0,26,0.0,1350,12.67730769,341.8076923,5
1990,Subcompact Cars,2,Manual,4.0,1.6,Premium Gasoline,22,29,0.0,25,0.0,1700,13.1844,355.48,5
1990,Small Station Wagons,4|All Wheel ,Auto,4.0,1.6,Regular Gasoline,21,26,0.0,23,0.0,1500,14.33086957,386.3913043,4
1990,Small Station Wagons,4|All Wheel ,Manual,4.0,1.6,Regular Gasoline,19,26,0.0,22,0.0,1600,14.98227273,403.9545455,5
1990,Small Station Wagons,2,Auto,4.0,1.6,Regular Gasoline,23,26,0.0,24,0.0,1450,13.73375,370.2916667,3
1990,Small Station Wagons,2,Manual,4.0,1.6,Regular Gasoline,24,30,0.0,26,0.0,1350,12.67730769,341.8076923,5
1990,Compact Cars,2,Auto,6.0,3.0,Premium Gasoline,17,22,0.0,19,0.0,2250,17.34789474,467.7368421,4
1990,Subcompact Cars,2,Auto,6.0,3.0,Premium Gasoline,16,21,0.0,18,0.0,2350,18.31166667,493.7222222,4
1990,Subcompact Cars,2,Manual,6.0,3.0,Premium Gasoline,16,21,0.0,18,0.0,2350,18.31166667,493.7222222,5
1990,Subcompact Cars,2,Manual,6.0,3.0,Premium Gasoline,15,20,0.0,17,0.0,2500,19.38882353,522.7647059,5
1990,Subcompact Cars,2,Auto,4.0,1.5,Regular Gasoline,25,29,0.0,27,0.0,1300,12.20777778,329.1481481,3
1990,Subcompact Cars,2,Auto,4.0,1.5,Regular Gasoline,23,28,0.0,25,0.0,1400,13.1844,355.48,3
1990,Subcompact Cars,2,Manual,4.0,1.5,Regular Gasoline,27,33,0.0,29,0.0,1200,11.36586207,306.4482759,4
1990,Subcompact Cars,2,Manual,4.0,1.5,Regular Gasoline,26,33,0.0,28,0.0,1250,11.77178571,317.3928571,5
1990,Pickup Trucks,2,Auto,4.0,2.4,Regular Gasoline,20,22,0.0,21,0.0,1650,15.69571429,423.1904762,4
1990,Pickup Trucks,2,Auto,6.0,3.0,Regular Gasoline,16,22,0.0,19,0.0,1850,17.34789474,467.7368421,4
1990,Pickup Trucks,2,Manual,4.0,2.4,Regular Gasoline,18,22,0.0,20,0.0,1750,16.4805,444.35,4
1990,Pickup Trucks,2,Manual,4.0,2.4,Regular Gasoline,21,26,0.0,23,0.0,1500,14.33086957,386.3913043,4
1990,Pickup Trucks,2,Manual,4.0,2.4,Regular Gasoline,18,23,0.0,20,0.0,1750,16.4805,444.35,5
1990,Pickup Trucks,2,Manual,4.0,2.4,Regular Gasoline,19,24,0.0,21,0.0,1650,15.69571429,423.1904762,5
1990,Pickup Trucks,2,Manual,6.0,3.0,Regular Gasoline,17,22,0.0,19,0.0,1850,17.34789474,467.7368421,5
1990,Pickup Trucks,4|All Wheel ,Auto,4.0,2.4,Regular Gasoline,16,19,0.0,17,0.0,2050,19.38882353,522.7647059,4
1990,Pickup Trucks,4|All Wheel ,Auto,6.0,3.0,Regular Gasoline,14,18,0.0,15,0.0,2350,21.974,592.4666667,4
1990,Pickup Trucks,4|All Wheel ,Manual,4.0,2.4,Regular Gasoline,17,20,0.0,18,0.0,1950,18.31166667,493.7222222,5
1990,Pickup Trucks,4|All Wheel ,Manual,6.0,3.0,Regular Gasoline,14,18,0.0,16,0.0,2200,20.600625,555.4375,5
1990,Minicompact Cars,2,Auto,4.0,1.8,Regular Gasoline,21,26,0.0,23,0.0,1500,14.33086957,386.3913043,3
1990,Minicompact Cars,2,Manual,4.0,1.8,Regular Gasoline,22,29,0.0,25,0.0,1400,13.1844,355.48,5
1990,Subcompact Cars,2,Manual,4.0,1.8,Regular Gasoline,18,26,0.0,21,0.0,1650,15.69571429,423.1904762,5
1990,Subcompact Cars,2,Manual,4.0,1.8,Regular Gasoline,22,27,0.0,24,0.0,1450,13.73375,370.2916667,4
1990,Subcompact Cars,2,Manual,4.0,1.8,Regular Gasoline,21,26,0.0,23,0.0,1500,14.33086957,386.3913043,5
1990,Small Station Wagons,2,Manual,4.0,1.8,Regular Gasoline,22,27,0.0,24,0.0,1450,13.73375,370.2916667,4
1990,Compact Cars,2,Auto,4.0,1.8,Regular Gasoline,21,26,0.0,23,0.0,1500,14.33086957,386.3913043,3
1990,Compact Cars,2,Manual,4.0,1.8,Regular Gasoline,22,29,0.0,25,0.0,1400,13.1844,355.48,5
1990,Compact Cars,2,Manual,4.0,2.0,Regular Gasoline,19,26,0.0,22,0.0,1600,14.98227273,403.9545455,5
1990,Compact Cars,2,Auto,4.0,1.8,Regular Gasoline,21,26,0.0,23,0.0,1500,14.33086957,386.3913043,3
1990,Compact Cars,2,Manual,4.0,1.8,Regular Gasoline,22,29,0.0,25,0.0,1400,13.1844,355.48,5
1990,Compact Cars,2,Manual,4.0,2.0,Regular Gasoline,19,26,0.0,22,0.0,1600,14.98227273,403.9545455,5
1990,Midsize Cars,2,Auto,4.0,2.0,Regular Gasoline,18,26,0.0,21,0.0,1650,15.69571429,423.1904762,4
1990,Midsize Cars,2,Manual,4.0,2.0,Regular Gasoline,18,27,0.0,21,0.0,1650,15.69571429,423.1904762,5
1990,Midsize-Large Station Wagons,2,Auto,4.0,2.0,Regular Gasoline,18,26,0.0,21,0.0,1650,15.69571429,423.1904762,4
1990,Midsize-Large Station Wagons,2,Manual,4.0,2.0,Regular Gasoline,18,27,0.0,21,0.0,1650,15.69571429,423.1904762,5
1990,Vans,4|All Wheel ,Manual,4.0,2.1,Regular Gasoline,14,15,0.0,14,0.0,2500,23.54357143,634.7857143,5
1990,Vans,2,Auto,4.0,2.1,Regular Gasoline,15,16,0.0,15,0.0,2350,21.974,592.4666667,3
1990,Vans,2,Manual,4.0,2.1,Regular Gasoline,16,18,0.0,17,0.0,2050,19.38882353,522.7647059,4
1990,Compact Cars,2,Auto,4.0,2.3,Regular Gasoline,17,21,0.0,19,0.0,1850,17.34789474,467.7368421,4
1990,Compact Cars,2,Auto,4.0,2.3,Regular Gasoline,17,23,0.0,19,0.0,1850,17.34789474,467.7368421,4
1990,Compact Cars,2,Auto,4.0,2.3,Regular Gasoline,18,23,0.0,20,0.0,1750,16.4805,444.35,4
1990,Compact Cars,2,Manual,4.0,2.3,Regular Gasoline,18,25,0.0,21,0.0,1650,15.69571429,423.1904762,5
1990,Compact Cars,2,Manual,4.0,2.3,Regular Gasoline,19,26,0.0,21,0.0,1650,15.69571429,423.1904762,5
1990,Midsize Cars,2,Auto,4.0,2.3,Regular Gasoline,18,23,0.0,20,0.0,1750,16.4805,444.35,4
1990,Midsize Cars,2,Auto,4.0,2.3,Regular Gasoline,16,20,0.0,18,0.0,1950,18.31166667,493.7222222,4
1990,Midsize Cars,2,Auto,4.0,2.3,Regular Gasoline,18,24,0.0,20,0.0,1750,16.4805,444.35,4
1990,Midsize Cars,2,Manual,4.0,2.3,Regular Gasoline,18,23,0.0,20,0.0,1750,16.4805,444.35,4
1990,Midsize Cars,2,Manual,4.0,2.3,Regular Gasoline,18,24,0.0,20,0.0,1750,16.4805,444.35,5
1990,Midsize Cars,2,Manual,4.0,2.3,Regular Gasoline,19,26,0.0,21,0.0,1650,15.69571429,423.1904762,5
1990,Midsize Cars,2,Auto,4.0,2.3,Regular Gasoline,16,20,0.0,18,0.0,1950,18.31166667,493.7222222,4
1990,Midsize Cars,2,Auto,6.0,2.8,Regular Gasoline,15,19,0.0,17,0.0,2050,19.38882353,522.7647059,4
1990,Compact Cars,2,Auto,4.0,2.3,Regular Gasoline,16,20,0.0,18,0.0,1950,18.31166667,493.7222222,4
1990,Compact Cars,2,Auto,6.0,2.8,Regular Gasoline,15,19,0.0,17,0.0,2050,19.38882353,522.7647059,4
1990,Midsize-Large Station Wagons,2,Auto,4.0,2.3,Regular Gasoline,17,23,0.0,19,0.0,1850,17.34789474,467.7368421,4
